name,lat,lng,type,state,district,phone
Rama Medical College and Research Centre Blood Bank,28.6981378,77.6077169,blood_bank,Uttar Pradesh,GHAZIABAD,1222327300
Babu Banarasi Das District Hospital's Blood Bank,28.4048162,77.8530291,blood_bank,Uttar Pradesh,BULANDSHAHR,5732254633
Family Health Care Hospital Blood Bank,28.6530263,77.3603797,blood_bank,Uttar Pradesh,GHAZIABAD,1204225556
Shri Krishna Life Line Hospital's Blood Bank,28.4613392,77.5287178,blood_bank,Uttar Pradesh,GAUTAM BUDDHA NAGAR,1202399180
Naveen Hospital's Blood Bank,28.5498698,77.5500105,blood_bank,Uttar Pradesh,GAUTAM BUDDHA NAGAR,1202321356
Khatra SD Hospital Blood Bank,22.9692185,86.8485317,blood_bank,West Bengal,BANKURA,03243-256029
Gumla Sadar Hospital Blood Bank,23.0348992,84.5384163,blood_bank,Jharkhand,GUMLA,9534032306
"Heavy Engineering Corporation, Plant Hospital Blood Bank",23.313505,85.2774934,blood_bank,Jharkhand,RANCHI,6512444336
Giridih Sadar Hospital Blood Bank,24.1874987,86.3059311,blood_bank,Jharkhand,GIRIDIH,6532250357
Koderma Sadar Hospital Blood Bank,24.4748209,85.5967274,blood_bank,Jharkhand,KODERMA,9334516895
Deoghar Sadar Hospital Campus Blood Bank,24.4916256,86.6941744,blood_bank,Jharkhand,DEOGHAR,9431950386
Dumka Sadar Hospital Blood Bank,24.2616761,87.2473922,blood_bank,Jharkhand,DUMKA,6434236298
Kasturba Gandhi Hospital Blood Bank,23.849742,86.8961157,blood_bank,West Bengal,BARDHAMAN,03412525645; 03422525822
Asansol District Hospital Blood Bank,23.676389,86.9747491,blood_bank,West Bengal,BARDHAMAN,3412304040
"Life Line Blood Bank, Burdwan",23.62167,87.1143053,blood_bank,West Bengal,BARDHAMAN,3412440590
ECL Central Hospital Kalla Blood Bank,23.700938,86.9966876,blood_bank,West Bengal,BARDHAMAN,0341221910ext1125
Durgapur Steel Plant Hospital Blood Bank,23.572695,87.3038301,blood_bank,West Bengal,BARDHAMAN,03432746319; 03432745967
Bidhannagar Sub-Divisional Hospital Blood Bank,23.5259085,87.3429877,blood_bank,West Bengal,BARDHAMAN,03432534153; 03432533951
The Mission Hospital Blood Bank,23.5200566,87.3554237,blood_bank,West Bengal,BARDHAMAN,3432535555
Bolpur Sub Divisional Hospital Blood Bank,23.6638916,87.6908581,blood_bank,West Bengal,BIRBHUM,3463221136
Suri Sadar District Hospital Blood Bank,23.9158354,87.5170026,blood_bank,West Bengal,BIRBHUM,03462255483; 03462255766
Muzaffarnagar Medical College and Hospital's Blood Bank,29.3722976,77.7068326,blood_bank,Uttar Pradesh,MUZAFFARNAGAR,139652702
"Mahatma Gandhi Medical Services Blood Bank, Rampur",31.4619611,77.6723829,blood_bank,Himachal Pradesh,SHIMLA,1782233969
Reckong Peo Regional Hospital Blood Bank,31.5392931,78.2670897,blood_bank,Himachal Pradesh,KINNAUR,1786222922
Uttarkashi District Hospital Blood Bank,30.7298174,78.4428441,blood_bank,Uttarakhand,UTTAR KASHI,1374222082
Max Super Speciality Hospital's Blood Bank,30.3734884,78.0745259,blood_bank,Uttarakhand,DEHRADUN,1356673031
IMA Blood Bank of Uttarakhand,30.3342247,78.0177194,blood_bank,Uttarakhand,DEHRADUN,01352755010; 01352755011
IMA Blood Bank (Run by Indian Medical Association),28.8442872,78.7714362,blood_bank,Uttar Pradesh,MORADABAD,
"Doon Hospital, District Hospital Blood Bank",30.319113,78.0422025,blood_bank,Uttarakhand,DEHRADUN,
Sainik (Military Hospital) Hospital Blood Bank,30.3590395,78.036012,blood_bank,Uttarakhand,DEHRADUN,1352702413
Shri Mahant Indiresh Hospital Blood Bank,30.3048614,78.0214262,blood_bank,Uttarakhand,DEHRADUN,01352522270; 01356672576
HMG District Hospital Blood Bank Haridwar,29.9509206,78.1615447,blood_bank,Uttarakhand,HARIDWAR,
SPS Government Hospital Blood Bank,30.1088697,78.295792,blood_bank,Uttarakhand,DEHRADUN,01352430096; 01352431032
"District Hospital's Blood Bank, Pauri Garhwal",30.1507888,78.7737617,blood_bank,Uttarakhand,PAURI GARHWAL,1368222086
H.N. Bahuguna Government Base Hospital Blood Bank,30.2226477,78.8161138,blood_bank,Uttarakhand,PAURI GARHWAL,1346222706
Gopeshwar (Chamoli) District Hospital Blood Bank,30.4101352,79.3198431,blood_bank,Uttarakhand,CHAMOLI,1372222230
"District Hospital's Blood Bank, Almora",29.598395,79.6593474,blood_bank,Uttarakhand,ALMORA,5962230225
Jawahar Lal Nehru District Hospital (JLN ) Blood Bank,28.9916681,79.4010469,blood_bank,Uttarakhand,UDHAM SINGH NAGAR,
"District Hospital, Ekta Nagar",28.6309741,79.816795,blood_bank,Uttar Pradesh,PILIBHIT,
Sri Ram Murti Samarak Institute of Medical Sciences Blood Bank,28.480332,79.4438661,blood_bank,Uttar Pradesh,BAREILLY,05812582014-25
Ruhelkhand Medical College and Hospital Blood Bank,28.380161,79.4620272,blood_bank,Uttar Pradesh,BAREILLY,05812526011; 05812526012
District Hospital Blood Bank - Bareilly,28.3614623,79.416407,blood_bank,Uttar Pradesh,BAREILLY,5812550009
Clara Swain Mission Hospital Blood Bank,28.3499959,79.4158342,blood_bank,Uttar Pradesh,BAREILLY,5812500000
Ganga Sheel Charitable Trust Blood Bank,28.3480547,79.4264913,blood_bank,Uttar Pradesh,BAREILLY,05812510083; 05812510140
IMA Blood Bank Bareilly,28.3468011,79.4250404,blood_bank,Uttar Pradesh,BAREILLY,5812422900
Life Line Charitable Blood Bank,27.1989637,77.9967844,blood_bank,Uttar Pradesh,AGRA,9997031902
Military Hospital Blood Bank - Bareilly,28.3318889,79.4265175,blood_bank,Uttar Pradesh,BAREILLY,5812403584
Swami Vivekanand Charitable Blood Bank,27.8749324,79.915416,blood_bank,Uttar Pradesh,SHAHJAHANPUR,5842280224
B.S.D.B.A. Government Medical College and Hospital's Blood Bank,26.9782307,79.8074668,blood_bank,Uttar Pradesh,KANNAUJ,
Rama Medical College Hospital and Research Centre's Blood Bank,26.5673076,80.2208698,blood_bank,Uttar Pradesh,KANPUR NAGAR,05122780882; 05122780886
SPM Hospital Research and Trauma Centre's Blood Bank,26.501012,80.2575717,blood_bank,Uttar Pradesh,KANPUR NAGAR,5122570553
GSVM Medical College Blood Bank,26.4787938,80.3092968,blood_bank,Uttar Pradesh,KANPUR NAGAR,7706922922
"Combined District Hospital's Blood Bank, Manjhanpur",25.5304164,81.3755597,blood_bank,Uttar Pradesh,KAUSHAMBI,5331232030
AMA (Allahabad Medical Association) Blood Bank,25.4681578,81.8440219,blood_bank,Uttar Pradesh,ALLAHABAD,5322266513
Nehru Jan shatabdi Chikitsalaya Blood Bank,24.1087723,82.6417444,blood_bank,Madhya Pradesh,SINGRAULI,7805254982
District Joint Hospital's Blood Bank,24.6872635,83.066659,blood_bank,Uttar Pradesh,SONBHADRA,
Hindalco Hospital Blood Bank,24.213477,83.0369429,blood_bank,Uttar Pradesh,SONBHADRA,05446252077; 05446252079; 05446254791; 05446254796
Garhwa Sadar Hospital Campus Blood Bank,24.1598919,83.8089516,blood_bank,Jharkhand,GARHWA,6561222005
Palamu Sadar Hospital Blood Bank,24.0449355,84.0606813,blood_bank,Jharkhand,PALAMU,6562222677
Latehar Sadhar Hospital Blood Bank,23.7429118,84.5081533,blood_bank,Jharkhand,LATEHAR,9835589186
Lohardaga Sadar Hospital Blood Bank,23.4417738,84.6852718,blood_bank,Jharkhand,LOHARDAGA,6526222235
Rinchi Trust Hospital Blood Bank,23.363379,85.2493679,blood_bank,Jharkhand,RANCHI,6516456780
Hazaribag Sadar Hospital Blood Bank,23.9975221,85.3564511,blood_bank,Jharkhand,HAZARIBAGH,6546265289
"CCL Hospital Blood Bank, Ramgarh",23.6472171,85.510481,blood_bank,Jharkhand,RAMGARH,6553231755
"Sainik Hospital Blood Bank, Namkum",23.3495179,85.3807182,blood_bank,Jharkhand,RANCHI,6512260245
"CCL Hospital Blood Bank, Ranchi",23.4084351,85.3215175,blood_bank,Jharkhand,RANCHI,06512230355;ext7059
"Rajendra Institute of Medical Science (RIMS) Blood Bank, Bariyatu",23.3890853,85.3505221,blood_bank,Jharkhand,RANCHI,6512540656
"Archi Blood Bank, Jharkhand",23.3894964,85.346366,blood_bank,Jharkhand,RANCHI,6516455072
Devkamal Hospital and Research Centre Blood Bank,23.3732425,85.2721506,blood_bank,Jharkhand,RANCHI,7549000645
"Indian Red Cross Society (IRCS) Blood Bank, Neemuch",24.4605784,74.875197,blood_bank,Madhya Pradesh,NEEMUCH,07423223878; 07423225982
Bishnupur S.D. Hospital Blood Bank,23.0687539,87.3101695,blood_bank,West Bengal,BANKURA,3244253075
Contai Sub Divisional Hospital Blood Bank,21.7817584,87.7756897,blood_bank,West Bengal,MEDINIPUR EAST,3220254464
Purba Medinipur District Hospital Blood Bank,22.2862349,87.9194091,blood_bank,West Bengal,MEDINIPUR EAST,03228263233; 263209
Haldia Sub Divisional Hospital Blood Bank,22.0818869,88.1418461,blood_bank,West Bengal,MEDINIPUR EAST,3224277441
Diamond Harbour Hospital Blood Bank,22.197652,88.1910887,blood_bank,West Bengal,24 PARAGANAS SOUTH,03174255237; 03174255346
R.G. Kar Medical College and Hospital Blood Bank,22.6048965,88.378779,blood_bank,West Bengal,KOLKATA,3325331277
Kalna Sub Divisional Hospital Blood Bank,23.2223653,88.3470216,blood_bank,West Bengal,BARDHAMAN,3454255052
"Hemraj Blood Bank, Katwa S.D. Hospital",23.6465168,88.1266205,blood_bank,West Bengal,BARDHAMAN,3453255060
"S.D. Hospital Blood Bank, Kandi",23.9540296,88.038756,blood_bank,West Bengal,MURSHIDABAD,3484255401
"S.D. Hospital, Lalbagh",24.1716228,88.2770321,blood_bank,West Bengal,MURSHIDABAD,03482270247; 03482270224
"S.D. Hospital Blood Bank, Jangipur",24.4610191,88.0617996,blood_bank,West Bengal,MURSHIDABAD,03483266257; 03483267330
Pakur Sadar Hospital Blood Bank,24.6375616,87.8369614,blood_bank,Jharkhand,PAKUR,9934347811
Malda Medical College & Hospital Blood bank,24.9960194,88.1375679,blood_bank,West Bengal,MALDA,03512221087; 221085; 221427; 252480
Sahebganj Sadar Hospital Blood Bank,25.2361196,87.6343064,blood_bank,Jharkhand,SAHEBGANJ,6436222050
"Sadar Hospital, Katihar Blood bank",25.5407474,87.567675,blood_bank,Bihar,KATIHAR,
Indian Red Cross Society (IRCS) Blood Bank - Purnia,25.784219,87.4886759,blood_bank,Bihar,PURNIA,+91 654244211
Sadar Hospital Purnia Blood Bank,25.786191,87.4885927,blood_bank,Bihar,PURNIA,
Maa Vindhyawasini Blood Bank,25.5585992,84.655887,blood_bank,Bihar,BHOJPUR,
Central Referral Hospital Blood Bank,27.3162405,88.5975319,blood_bank,Sikkim,EAST Sikkim,03592231137(EXTENSION163)
Kalimpong Sub Divisional Hospital Blood Bank,27.0723012,88.4721661,blood_bank,West Bengal,DARJEELING,03552255363; 03552255245
Sub Divisional Hospital Blood Bank Islampur,26.2577647,88.1855406,blood_bank,West Bengal,Uttar Dinajpur,
"Raiganj Blood Bank, Uttar Dinajpur Raiganj District Hospital",25.6098202,88.1327333,blood_bank,West Bengal,Uttar Dinajpur,3523241400
M.J.N Hospital Blood Bank,26.3220695,89.446616,blood_bank,West Bengal,Cooch Behar,3582231049
Alipurduar Sub Divisional Hospital Blood Bank,26.4842412,89.5233889,blood_bank,West Bengal,JALPAIGURI,3564274085
Lower Assam Hospital Blood Bank,26.4929255,90.5516405,blood_bank,Assam,BONGAIGAON,3664230465
Goalpara Civil Hospital Blood Bank,26.1427049,90.6105646,blood_bank,Assam,GOALPARA,03663240337; 03663243800
Solace Hospital and Research centre Pvt.Ltd Blood bank,26.1646814,90.6249265,blood_bank,Assam,GOALPARA,03663240021; 03663243031
Fakhruddin Ali Ahmed (FAA) Medical College Hospital Blood Bank,26.324006,90.9869188,blood_bank,Assam,BARPETA,3665252088
S. M. K. Civil Hospital Blood Bank,26.448149,91.435411,blood_bank,Assam,NALBARI,03624-223555
Nalbari Maternity Hospital Blood Bank,26.4405198,91.4356973,blood_bank,Assam,NALBARI,3624220840
Down Town Hospital Blood Bank,26.1391533,91.7994699,blood_bank,Assam,KAMRUP METRO,003612332741; 03612334168
151 Base Hospital Blood Bank,26.1041819,91.7966133,blood_bank,Assam,KAMRUP METRO,
Shaikh-Ul-Hind Maulana Mahamood Hasan Medical College,29.9909383,77.478354,blood_bank,Uttar Pradesh,SAHARANPUR,
"District Hospital Blood Bank, Banda",29.4786796,77.6969285,blood_bank,Uttar Pradesh,,1312440407
Ramakrishna Mission Sevashrana Blood Bank,29.9330304,78.1484516,blood_bank,Uttarakhand,HARIDWAR,1334244985
"District Hospital Blood Bank, Bareilly",28.027595,79.1254449,blood_bank,Uttar Pradesh,BUDAUN,5832266264
"District Hospital Blood Bank, Ambedkar Nagar",27.8712054,79.9135973,blood_bank,Uttar Pradesh,SHAHJAHANPUR,5842240209
Tulsi Hospital Limited's Blood Bank,26.4795501,80.344069,blood_bank,Uttar Pradesh,KANPUR NAGAR,05122536404; 05122536406
Sarvodaya Jankalyan Samati Blood Bank,26.0050425,81.0447532,blood_bank,Uttar Pradesh,,04344230464; 04334233533
Dr. Bhimrao Ambedkar Combined Hospital (District Hospital),26.7874381,79.0061295,blood_bank,Uttar Pradesh,ETAWAH,5688255526
Rural Institute of Medical Sciences and Research's Blood Bank,26.9627376,78.9599526,blood_bank,Uttar Pradesh,,5688276563
"District Hospital Blood Bank, Hardoi",27.3958077,80.1346368,blood_bank,Uttar Pradesh,HARDOI,
BCM Hospital Blood Bank,27.5305982,80.745188,blood_bank,Uttar Pradesh,SITAPUR,05862252228; 05862252850
"District Hospital's Blood Bank, Nai Basti",27.5713579,80.6763129,blood_bank,Uttar Pradesh,SITAPUR,
"District Hospital, Auriya",27.945962,80.7838628,blood_bank,Uttar Pradesh,Lakhimpur Kheri,
Ujjain Charitable Trust Blood Bank,23.1928313,75.77655,blood_bank,Madhya Pradesh,UJJAIN,7344013621
Puspha Mission Hospital and Maternity Home Blood Bank,23.1682078,75.7955106,blood_bank,Madhya Pradesh,UJJAIN,7342526732
Katiya Charitable Trusts Bhiwandi Blood Bank,19.3011672,73.0584437,blood_bank,Maharashtra,THANE,02522258065; 02522221858; 02522251614
Sanghvi Blood Bank,22.7160358,75.8739853,blood_bank,Madhya Pradesh,INDORE,07312527081; 07314208761
Gurjar Hospital and Endoscopy Centre Private Limited Blood Bank,22.6919206,75.8661318,blood_bank,Madhya Pradesh,INDORE,07312363716; 07312363717; 07312363718
Verma Union Hospital Blood Bank,22.7119583,75.838163,blood_bank,Madhya Pradesh,INDORE,07312380609; 07314022000; 07314056651
Sadat Government Hospital Blood Bank,26.176643,75.7846194,blood_bank,Rajasthan,TONK,01432247416; 01432244160
Sawai Madhopur Government General Hospital Blood Bank,25.9926933,76.3637781,blood_bank,Rajasthan,SAWAI MADHOPUR,07462-234140; 07462233040
Maharao Bhimsingh Hospital Blood Bank,25.1968061,75.8545634,blood_bank,Rajasthan,KOTA,07442322171; 07442326000
Krishna Rotary Blood Bank,25.1534267,75.8516888,blood_bank,Rajasthan,KOTA,7443291661
Bharat Vikas Parishad Chikitshalya Blood Bank,25.1624034,75.8313623,blood_bank,Rajasthan,KOTA,07442404501; 07442404502; 07442404503
Kota Blood Bank Society,25.1519664,75.8351429,blood_bank,Rajasthan,KOTA,07442402020; 07442402010
New Hospital Medical College Blood Bank,25.1188709,75.8308587,blood_bank,Rajasthan,KOTA,74424770477
Seth Makhan Lal Mahawar Charitable Blood Bank Society,27.5503681,76.608936,blood_bank,Rajasthan,ALWAR,1442348277
Rajiv Gandhi Government General Hospital Blood Bank,27.5638444,76.612325,blood_bank,Rajasthan,ALWAR,01442346033; 01442345087
Kailash Hospital Blood Bank,27.8810864,76.2859243,blood_bank,Rajasthan,ALWAR,01494222222; 01494222444
Government BDM Hospital Blood Bank,27.7022072,76.1907274,blood_bank,Rajasthan,JAIPUR,1421222088
Shri MunshiRam Mittal Memorial Seva Samiti Blood bank,27.6105243,75.1511031,blood_bank,Rajasthan,SIKAR,01572270777; 01572240404
Getwell Hospital and Research Center Blood Bank,27.6102997,75.1500879,blood_bank,Rajasthan,SIKAR,01572271101; 01572270173; 01572270101
Dr. K.M. Memorial Jain Heart & General Hospital Blood Bank,27.6135035,75.1452734,blood_bank,Rajasthan,SIKAR,01572253034; 01572250999
Birla Sarvajanik Hospital Blood Bank,28.3589487,75.6044635,blood_bank,Rajasthan,JHUNJHUNU,1596242114
Government B.D.K. Hospital Blood Bank,28.1166951,75.3946745,blood_bank,Rajasthan,JHUNJHUNU,01592234789; 01592232199; 01592232524
Government D.B. Hospital Blood Bank,28.2898539,74.9600025,blood_bank,Rajasthan,CHURU,1562250333
Kalapurnam General Hospital Khichan Blood Bank,27.115478,72.4157897,blood_bank,Rajasthan,JODHPUR,2925222970
Amrit Kaur Government Hospital Blood Bank,26.1079104,74.3166786,blood_bank,Rajasthan,AJMER,1462257222
Bhupal Singh Dhariwal Memorial Blood Bank,25.3580399,74.6447758,blood_bank,Rajasthan,BHILWARA,01482238113; 01482239113
Ram Snehi Hospital Blood Bank,25.3495649,74.6439108,blood_bank,Rajasthan,BHILWARA,01482234100; 01482238640
"Mahatma Gandhi Hospital Blood Bank, Bhopal Ganj",25.3483941,74.641466,blood_bank,Rajasthan,BHILWARA,01482232641; 04182220139
Shree Sanwaliyaji Government Hospital Blood Bank,24.8697415,74.6169426,blood_bank,Rajasthan,CHITTORGARH,01472241102; 01472240744
Riya Hospital Blood Bank,26.4874893,76.7401524,blood_bank,Rajasthan,SAWAI MADHOPUR,07463-230080; 07463233374
Shri Ramkaran Joshi General Hospital Bood bank,26.8832656,76.3356391,blood_bank,Rajasthan,DAUSA,01427220960; 01427220223
Narayana Multispeciality Hospital Blood bank,26.7950268,75.8244731,blood_bank,Rajasthan,JAIPUR,01417122222;01415192939;01415192901
Apex Swasthya Kalyan Blood Bank,26.8546101,75.825263,blood_bank,Rajasthan,JAIPUR,01414101111; 01412751870; 01412751006
Fortis Escorts Hospital Blood Bank,26.8462441,75.8033493,blood_bank,Rajasthan,JAIPUR,0141254700; 01414097109
Bhagwan Mahaveer Cancer Hospital & Research Centre Blood Bank,26.8631466,75.8054548,blood_bank,Rajasthan,JAIPUR,0141-2700107(Ext:275)
Metro Blood Bank,26.8681546,75.7683143,blood_bank,Rajasthan,JAIPUR,0141-6661234; 01412786001
Sevaytan Swasthay Kalyan Blood Bank,26.9012068,75.7703018,blood_bank,Rajasthan,JAIPUR,1412220290
Life care Blood Bank,26.9679371,75.7663321,blood_bank,Rajasthan,JAIPUR,1412236108
S.K. Soni Blood Bank,26.9678762,75.7730149,blood_bank,Rajasthan,JAIPUR,1415163940; 01415164000; 01412232409; 10; 12
Agrasen Blood Bank,26.9664036,75.7841246,blood_bank,Rajasthan,JAIPUR,01412335569; 01412572954
Zanana Hospital Blood Bank,26.9264535,75.8066833,blood_bank,Rajasthan,JAIPUR,01412319350; 01412776205; 01412378721; 01412378219; 01412378204
Swasthya Kalyan Blood Bank and Thalesemia Research Center,26.8567171,75.7990618,blood_bank,Rajasthan,JAIPUR,01412545293; 0141721771
Sawai Man Singh (S.M.S) Hospital Blood Bank,26.9059188,75.8161113,blood_bank,Rajasthan,JAIPUR,01412560291; 01412569885; 01412619020; 01412518434; 8234
Santokba Durlabhji Medical Hopsital Blood bank,26.8946562,75.8131836,blood_bank,Rajasthan,JAIPUR,01412566251; 0141-5196655
Jain Pathology Laboratory and Blood Bank,24.0677307,75.0705644,blood_bank,Madhya Pradesh,,7422242518
"District Hospital Blood Bank, Mandsaur",24.0697229,75.0727169,blood_bank,Madhya Pradesh,MANDSAUR,7422241241
CR Gardi Hospital and RD Blood Bank,23.2324586,75.8095586,blood_bank,Madhya Pradesh,,7368261305
Rani Durgawati Hospital Blood Bank,23.1675827,79.9484646,blood_bank,Madhya Pradesh,,761261052
Harit Blood Bank,22.755452,77.7277699,blood_bank,Madhya Pradesh,,7574252989
"District Hospital Blood Bank, Balrampur",27.4093951,82.192575,blood_bank,Uttar Pradesh,,5262225358
"Government Medical College and Hospital Blood Bank, Orai",26.0006454,79.473727,blood_bank,Uttar Pradesh,JALAUN,5162210201
"Holy Cross Hospital Blood Bank, Chamarajanagara",12.1295151,77.2336641,blood_bank,Karnataka,CHAMARAJANAGAR,8226263116
DSK Hospital Blood Bank,11.1024072,77.3692068,blood_bank,Tamil Nadu,,04212422434; 04212421350
Bharath Heavy Electricals Limited Hospital Blood Bank,10.7793327,78.7973463,blood_bank,Tamil Nadu,,4312571810
Government Hospital Blood Bank Arakonam,13.0850281,79.6647607,blood_bank,Tamil Nadu,VELLORE,
M/s Apollo Speciality Hospitals Blood Bank,10.8069845,78.7105688,blood_bank,Tamil Nadu,,
Dr. P.D.M.H.C. Hospital and Research Centre Blood Bank,20.9442025,77.7721216,blood_bank,Maharashtra,AMRAVATI,7212665545
District General Hospital's Blood Bank,20.9332816,77.760568,blood_bank,Maharashtra,AMRAVATI,07212663337; 07212663339; 07212663338
Shri Balaji Blood Bank & component lab Amravati,20.9282185,77.7562617,blood_bank,Maharashtra,AMRAVATI,7212671600
District Hospital Blood Bank - Khandawa,21.8244603,76.3429722,blood_bank,Madhya Pradesh,EAST NIMAR,7332230779
District Hospital Blood Bank,22.5944071,75.3080177,blood_bank,Madhya Pradesh,DHAR,7292235246
Mittal Hospital Blood Bank,22.5959876,75.2991141,blood_bank,Madhya Pradesh,DHAR,07292222451; 07292222453
Jivan Jyoti Hospital Blood Bank,22.9133315,74.5395783,blood_bank,Madhya Pradesh,JHABUA,07392243312; 07390284455
Deep Blood Bank,21.8206344,76.3415372,blood_bank,Madhya Pradesh,EAST NIMAR,7332224705
"District Hospital Blood Bank, Ujjain",23.1851154,75.7828438,blood_bank,Madhya Pradesh,UJJAIN,7342551077
Late Balasaheb Datye - Lions Blood Bank,16.681763,74.4672042,blood_bank,Maharashtra,KOLHAPUR,2302436130
Acharya Shree Tulsi Blood Bank,16.7856549,74.5642921,blood_bank,Maharashtra,KOLHAPUR,02322227955; 02322228455
Azad Panchi Group Charitable Trust Blood Bank,16.8447003,74.5728819,blood_bank,Maharashtra,SANGLI,2332374333
"Akshay Blood Bank, Sangli",16.8332891,74.6390265,blood_bank,Maharashtra,SANGLI,02332212448; 02332212449
Vasantdada Patil Blood Bank and Haematology Research Centre,16.8207501,74.648771,blood_bank,Maharashtra,SANGLI,02332229619; 02332222319
Miraj Serological Institute Blood Bank,16.8288939,74.6393993,blood_bank,Maharashtra,SANGLI,02336451819; 02332211400
Budgam District Hospital Blood Bank,34.0209594,74.7196564,blood_bank,Jammu and Kashmir,Budgam,1951255238
Government Lal Ded Hospital Blood Bank,34.0662141,74.8078029,blood_bank,Jammu and Kashmir,SRINAGAR,01942313714; 01942313716
Jehangir Hospital Blood Bank,18.5303296,73.8766193,blood_bank,Maharashtra,PUNE,02066811722; 02066811723
Narayana Medical College and Hospital Blood Bank,24.9433299,84.1017526,blood_bank,Bihar,ROHTAS,+91 6184281888
"N. M. Patel Blood Bank, Bilimora",20.7680772,72.9686272,blood_bank,Gujarat,NAVSARI,2634285913
Pt. Kamlapati District Combined Hospital's Blood Bank,25.2585891,83.2735938,blood_bank,Uttar Pradesh,CHANDAULI,5412260497
Vande Mataram Samajik Samstha - Jeevandhara Blood Bank,28.5182091,77.0367765,blood_bank,Maharashtra,KOLHAPUR,02312526363; 02312522223
Vande Mataram Samajik Samstha - Jeevandhara Blood Bank,16.6940504,74.241385,blood_bank,Maharashtra,KOLHAPUR,02312526363; 02312522223
Dr. D. Y. Patil Hospital Blood Bank,16.7147901,74.2565247,blood_bank,Maharashtra,KOLHAPUR,02312653286; 02312651027
"Mahatma Gandhi Hospital Blood Bank, Kolhapur",16.8621585,74.2399044,blood_bank,Maharashtra,KOLHAPUR,02302477081; 02302477082; 02302477083; 02302477308; 02302477309
Rajaram Bapu Blood Bank,17.0486045,74.252091,blood_bank,Maharashtra,SANGLI,2342224939
M/s. K. N. Gujar Blood Bank,17.2837855,74.1809267,blood_bank,Maharashtra,SATARA,2164222868
Krishna Hospital and Medical Research Centre Blood Bank Karad,17.2602181,74.1752096,blood_bank,Maharashtra,SATARA,02164241456; 02164242170
"Military Hospital Blood Bank, Ahmedabad",23.0571162,72.6120248,blood_bank,Gujarat,AHMEDABAD,
Columbia Asia Hospital's Blood Bank,28.5092236,77.0417815,blood_bank,Haryana,GURGAON,01243989896; 01246165666
Sadar Hospital Madhubani Blood Bank,26.3378628,86.0719894,blood_bank,Bihar,MADHUBANI,
National Blood Bank,29.3129451,76.3378733,blood_bank,Haryana,JIND,
Patliputra Blood Bank,25.619133,85.1610817,blood_bank,Bihar,PATNA,+91 6122300840
M/s. Balaji Blood Bank,17.6951278,74.0107888,blood_bank,Maharashtra,SATARA,02162226995; 02162226996
"Odisha Red Cross Blood Bank, Rourkela",22.2254498,84.8283939,blood_bank,Odisha,Sundergarh,6612401770
Jeevan Rekha Charitable Blood Bank,28.6248435,79.8085231,blood_bank,Uttar Pradesh,PILIBHIT,5882253269
Shreya Blood Bank,22.7523391,77.7275352,blood_bank,Madhya Pradesh,HOSHANGABAD,7574251201
Bhatia General Hospital and Blood Bank,18.9656814,72.8134373,blood_bank,Maharashtra,MUMBAI,02266660656; 02266660032
Mumbai Port Trust Blood Bank,19.0127566,72.8612316,blood_bank,Maharashtra,MUMBAI,02266567722; 0224145115
Canning Sub Divisional Hospital Blood Bank,22.3142267,88.6597967,blood_bank,West Bengal,24 PARAGANAS SOUTH,3218255242
"S.D. Hospital Blood Bank, Basirhat",22.6659325,88.8903218,blood_bank,West Bengal,24 PARAGANAS NORTH,3217267506
"Civil Hospital Blood Bank, Siaha",22.4882797,92.9822302,blood_bank,Mizoram,SAIHA,3835222388
"District Hospital Blood Bank, Champhai",23.4810144,93.3096501,blood_bank,Mizoram,CHAMPHAI,3831234926
"District Hospital Blood Bank, Kolasib",24.2312934,92.6766233,blood_bank,Mizoram,KOLASIB,3837221930
"Military Hospital's Blood Bank, Shillong",25.5707045,91.8732373,blood_bank,Meghalaya,EAST KHASI HILLS,03642224300; 03642224302
Dr. H. Gordon Roberts Hospital Blood Bank,25.5850059,91.8752312,blood_bank,Meghalaya,EAST KHASI HILLS,3642545826
"Nazareth Hospital, Blood Bank",25.5714836,91.8980893,blood_bank,Meghalaya,EAST KHASI HILLS,3642224052
North Eastern Indira Gandhi Regional Institute of Health and Medical Sciences Blood Bank,25.5910048,91.9404066,blood_bank,Meghalaya,EAST KHASI HILLS,3642538063
"Jowai Civil Hospital, Blood Bank",25.4385636,92.1993363,blood_bank,Meghalaya,WEST JAINTIA HILLS,365220735
Sadar Hospital Kishanganj Blood Bank,26.1017323,87.94866,blood_bank,Bihar,KISHANGANJ,+91 6456223502;+91 6456226464
Moga Civil Hospital Blood Bank,30.8116611,75.1693448,blood_bank,Punjab,MOGA,1636230540
Military Blood Bank Bathinda,30.2164409,74.985989,blood_bank,Punjab,BATHINDA,1642291174
Gupta Hospital Blood Bank,30.2070697,74.9499348,blood_bank,Punjab,BATHINDA,01642212377; 01642217041
Kanthak Sevabhavi Sanstha - New Life Blood Bank,19.2599316,76.7724603,blood_bank,Maharashtra,PARBHANI,2452220222
Sadar Hospital Chhapra Blood Bank,25.7814331,84.7311719,blood_bank,Bihar,SARAN,
Sadar Hospital Ara (Bhojpur) Blood bank,25.5584963,84.6709348,blood_bank,Bihar,BHOJPUR,
"District Hospital Blood Bank, Ghazipur",25.5573675,83.5474822,blood_bank,Uttar Pradesh,GHAZIPUR,
