name,lat,lng,type,state,district,beds,emergency
Bora Hospital,13.0223109,80.2222779,hospital,,,,
Leprosy Hospital,12.9744546,77.5640222,hospital,,,,
Paniel Hospital,9.091781,76.8569076,hospital,Kerala,Kollam,,
NLC General Hospital,11.621159,79.482489,hospital,Tamil Nadu,Cuddalore,,
Ravi Kirloskar Memorial Hospital,13.0384676,77.527802,hospital,Karnataka,Bengaluru Urban,,yes
Capital Hospital (Bhubaneswar),20.2601247,85.8227126,hospital,Odisha,Khordha,,
Remedy Hospital,17.495446,78.3966804,hospital,,,,
Remedy Hosptials,17.4946835,78.3985358,hospital,Telangana,Hyderabad,,
AP SUPERSPECIALITY DENTAL HOSPITAL,16.5091234,80.6408977,hospital,,,,
AP SUPERSPECIALITY DENTAL HOSPITAL,16.5097434,80.6412108,hospital,,NTR,,
"Praja Vaidyasala,",16.5103034,80.634133,hospital,,NTR,,yes
Government Hospital,11.2168924,78.169068,hospital,Tamil Nadu,Namakkal,,
Government Ayurveda Hospital Naduthery,9.0445817,76.8272173,hospital,,,,
Hospital,23.0199361,72.5708082,hospital,,,,
P V S Memorial Hospital Ltd,9.9935077,76.2913376,hospital,Kerala,Ernakulam,,yes
Lokmanya Hospital,18.6561253,73.7731932,hospital,Maharashtra,Pune,,
Lal Memorial Hospital,10.3766263,76.2198571,hospital,Kerala,Thrissur,,
Sentini Hospitals Pvt Ltd,16.5097845,80.6647068,hospital,Andhra Pradesh,Krishna,,yes
SSP Distric Hospital,25.320509,83.008676,hospital,,,,
Vasan,13.0217319,80.2257691,hospital,,,,
Ankur Hospital,16.5033501,80.6517323,hospital,,,,
"All India Institute of Medical Sciences (AIIMS), Raipur",21.2565116,81.57862,hospital,Chhattisgarh,Raipur,,
Artemis Health Institute,28.4311541,77.0721527,hospital,Haryana,Gurgaon,,
lahari dental hospital,17.5033832,78.388436,hospital,,,,
Life Worth Hospital,19.9062934,83.1638066,hospital,Odisha,Kalahandi,,
"Women and Children Hospital, Thycaud",8.4868078,76.9569008,hospital,,,,
Apollo DRDO Hospital,17.3423925,78.5073401,hospital,Telangana,Hyderabad,,
S N R Carnival Hospital,22.9689865,88.4652007,hospital,West Bengal,Nadia,,
Government Hospital,26.5321943,72.9819341,hospital,Rajasthan,Jodhpur,,
bunny,16.6667913,77.8707704,hospital,,,,
Apporva Children Hospital,16.7502033,78.0024792,hospital,Telangana,Mahabubnagar,,
Hospital,16.7386012,77.3803988,hospital,,,,
Shri Raghavendra Medical,15.9959283,77.0496808,hospital,,,,
Sree Orthopaedic Hospital,16.0670179,80.5515126,hospital,,Guntur,,
Government Dispensary,28.6098281,77.3377451,hospital,,,,
Dr. Agarwal Eye Hospital,13.0943148,77.58071,hospital,,,,
Annasawmy Mudaliar General Hospital,12.9999803,77.6144986,hospital,Karnataka,Bengaluru Urban,,
Arth Ayurveda World,12.9685282,77.6457748,hospital,,Bengaluru Urban,,
"Neha Prakash Hospital, Bengaluru Urban",13.1077314,77.5717299,hospital,Karnataka,Bengaluru Urban,,
Sri Lakshmi Venkateshwara Hospital,13.1056278,77.5772997,hospital,,,,
Prolife Hospital,13.065084,77.5936343,hospital,Karnataka,Bengaluru Urban,,
Amrik Hospital,12.9829065,77.7478025,hospital,,,,no
Indicus,13.0146094,77.6464563,hospital,,,,
Fortis La Femme Hospital,12.9657452,77.6097161,hospital,Karnataka,Bengaluru Urban,,
Sant Baba Rangi Ram Charitable Hoshpital,31.6752734,75.6571103,hospital,,,,
Shyamala Hospital,12.9714272,77.627494,hospital,Karnataka,Bengaluru Urban,,no
Ways2Guide Speech Therapy Center,12.9599619,77.7126304,hospital,,Bengaluru Urban,,
Government Primary Health Centre,12.9718119,77.693776,hospital,Karnataka,Bangalore,,
hospital,17.1638015,79.4319477,hospital,,,,
tiriputi clinic,19.4400549,79.7235972,hospital,,,,
Kinder Women's Hospital & Fertility Center,12.9920515,77.7064747,hospital,,,,yes
Medicare Diagnostics,13.0285228,77.5587301,hospital,,,,
Abhaya Hospital,12.9462798,77.5947839,hospital,Karnataka,Bengaluru Urban,,
MS Diabetes Speciality Center,12.9807106,77.646011,hospital,,,,
Shashank Clinic,12.9265095,77.5808392,hospital,,Bengaluru Urban,,
BBMP Maternity Hospital,12.9491979,77.596808,hospital,,,,
Ramakrishna Clinic,12.978694,77.5744614,hospital,,,,no
ESI Hospital,12.9279948,77.5894064,hospital,,,,
Hospital,12.9346732,77.6287815,hospital,,,,
Proteeth Dental,12.9346254,77.6284672,hospital,,Bengaluru Urban,,
Apollo Hospital,12.9883152,77.5726942,hospital,,,,
Supra Hospital,12.9928137,77.5386455,hospital,Karnataka,Bengaluru Urban,,
GM Hospital,12.9929463,77.5386927,hospital,,,,yes
Sakhi Hospital (A Unit Of Prasad Healthcare Services),12.9052747,77.6031945,hospital,Karnataka,Bengaluru Urban,,
Prashanth Hospitals,12.9391883,77.5513126,hospital,Karnataka,Bengaluru Urban,,
Vagus Super Speciality Hospital,13.0084773,77.5684217,hospital,Karnataka,Bengaluru Urban,,
Eden Hospital,27.0445161,88.2647213,hospital,,,,
STNM Hospital,27.3466714,88.6026462,hospital,,,1002,yes
Government Maternity Hospital,15.1524199,76.9324263,hospital,,,,
Dr Kulkarni Eye Hospital,15.1543485,76.9349933,hospital,Karnataka,Ballari,,
Adarsh Nursing Home,15.1537247,76.9334608,hospital,Karnataka,Ballari,,
Anupam Nursing Home,15.1566471,76.9394616,hospital,Karnataka,Bellari,,
Cloudnine Fertility Hospital,28.427426,77.0573543,hospital,,Gurugram,,
CK Birla Hospital Sector 51,28.423721,77.0614059,hospital,,,,
General Hospital Manjeri,11.116266,76.1209207,hospital,,,,
"Prasanthi Hospital, Manjeri",11.1159275,76.1185996,hospital,Kerala,Malappuram,,yes
Hospital,28.5341882,77.1524954,hospital,,,,
SRM Hospital,13.0418111,80.2246322,hospital,,,,yes
Wellesley Tuberculosis Hospital.,15.1415767,76.8905126,hospital,Karnataka,,,
St George Hospital Vazhakulam hospital ground,9.9443913,76.638712,hospital,,,,yes
Prayag Hospital,28.5635874,77.3654167,hospital,,,,yes
Ovum Hospitals,13.0171298,77.6432944,hospital,,,,
Eye Mantra Hospital,28.67869,77.0985133,hospital,,,,
Gupta Ultrasound & Heart Care Centre,28.6712469,77.1123782,hospital,Delhi,West Delhi,,
Mantra Care,28.6786838,77.0986145,hospital,,,,
FPAI,15.1383743,76.9185738,hospital,,,,
Hospital,28.509567,77.0450773,hospital,,,,
Dhanvantari Ayurvedic Hospital,28.6706874,77.1255169,hospital,Delhi,West Delhi,,
C.G.H.S. Maternity & Gynae Hospital,28.5655017,77.1768786,hospital,Delhi,New Delhi,,
Hospital,13.0546111,77.5915016,hospital,,,,
Deepak Hospital,12.9262236,77.5775108,hospital,,,,
SN Medical College,27.1875476,78.0106136,hospital,Uttar Pradesh,Agra,,
Asian Institute of Medical Science,28.426038,77.2998348,hospital,,,,
Hospital,28.6214973,77.0816736,hospital,,,,
Fortis Hospital,28.709266,77.1702072,hospital,Delhi,North,262,
Bakson Hospital,28.4676211,77.5020043,hospital,,,,
Sharda Hospital,28.4745112,77.4826831,hospital,Uttar Pradesh,Gautam Buddha Nagar,,
"Sharda Hospital, Gautam Buddha Nagar",28.4744103,77.482365,hospital,Uttar Pradesh,Gautam Buddha Nagar,,
Hospital,28.4415413,77.5134399,hospital,,,,
Cauvery Hospital,12.3053048,76.6959064,hospital,Karnataka,Mysuru,,
The Leprosy Mission Community Hospital,28.6914576,77.3177567,hospital,,,,
Hospital,28.666886,77.3115102,hospital,,,,
Kansal Hospital,28.6770581,77.4208355,hospital,,,,yes
Pushpanjali Medical Centre,28.6540075,77.3090007,hospital,Delhi,Shahdara,,
Shanti Mukund Hospital,28.6457448,77.3017216,hospital,Delhi,East,,
Sdm Narayana Hrudayalaya Heart Center,15.4187076,75.0471169,hospital,Karnataka,Dharwad,,
Hospital,28.6702252,77.4281053,hospital,,,,
HOD Ghaziabad - House Of Diagnostics,28.6701836,77.4279667,hospital,,,,no
Hiranandani Hospital,19.252597,72.980106,hospital,Maharashtra,Thane,,
"Riddhi Siddhi Hospital, Thane",19.2893244,72.8654732,hospital,Maharashtra,Thane,,
Holistic Skin Care,28.5192765,77.214379,hospital,,,,
Phoenix Hospital,19.2195234,72.8381083,hospital,Maharastra,Mumbai Suburban,,
Sawan Neelu Angel's Multispeciality Hospital,28.5221035,77.2151007,hospital,Delhi,South,,
Our Lady Of Lourdes Charitable Hospital,15.4633607,74.994552,hospital,Karnataka,Dharwad,,
Hospital,19.2611483,72.8622366,hospital,,,,
Hospital,28.6186223,77.0781119,hospital,,,,
Shankar Hospital,28.6281049,77.0725858,hospital,Delhi,West Delhi,,
Dr. L. H. Hiranandani Hospital,19.1202792,72.9170511,hospital,Maharashtra,MUMBAI,,yes
City Hospital and Reserch Centre,19.0810411,72.8819647,hospital,Maharashtra,Mumbai,,
Apollo Spectra Hospitals,18.9703476,72.8146181,hospital,Maharastra,Mumbai City,,
Sanjeevni hospital,19.0277958,72.8682934,hospital,,,,
M. M Medicial Clinic and OPD,19.2486442,72.8503135,hospital,,,,
KLE Suchirayu Hospital,15.3525813,75.1243855,hospital,,,,yes
Tatwadarsha Multispecialty Hospital,15.3560156,75.1181063,hospital,,,,yes
Hospital,19.0798986,72.8402143,hospital,,,,
Ashoka General Hospital I.C.C.U and Maternity Home,19.1818054,72.8531138,hospital,Maharashtra,Mumbai,,yes
Dental Hospital,22.4835044,70.0683922,hospital,,,,
"Niramaya Hospital, Raigarh",19.0342426,73.0627866,hospital,Maharashtra,Mumbai,,
"Om Navjeevan Hospital, Raigarh",19.0505098,73.0654335,hospital,Maharashtra,Raigarh,,
Hospital,19.0058239,73.11079,hospital,,,,
Seawoods Hospital,19.0110599,73.0157435,hospital,,,,
Maru Hospital,18.9982979,72.8370238,hospital,,,,
Woodlands Hospital,17.393066,78.4978277,hospital,Telangana,Hyderabad,,
Aniket Nursing Home,19.130419,72.9348252,hospital,,Mumbai,,yes
Jaydish Nursing Home,19.073176,72.9983567,hospital,Maharashtra,Thane,,
Balaji Hospital,18.9772369,72.8353539,hospital,Maharashtra,Mumbai,,
Smt.Maniben Vaghjibhai Shah Oshwal Hospital,22.4615125,70.0654235,hospital,Gujarat,Jamnagar,,
Guru Govindsingh Hospital,22.4787074,70.0646203,hospital,,,,yes
janhavi nursing home,19.1844554,72.8424964,hospital,,,,
Homeopathic Hospital,30.1437422,74.2005183,hospital,,,,
Kaizen Quro,19.0784105,72.8550064,hospital,,,,
Ashwamedh Orthopaedic Hospital,19.2206912,73.092187,hospital,,,,no
INDRA  HOMEOPATHY,19.045933,73.063454,hospital,,,,
The Vein Center Thane,19.1882681,72.976116,hospital,,,,
Guest Hospital,13.0772245,80.2387532,hospital,Tamil Nadu,Chennai,,
Chatrapur Main Hospital,19.355938,84.9880175,hospital,,,,yes
Frontier Lifeline Hospital,13.0875243,80.1857322,hospital,Tamil Nadu,Chennai,,
Hande Medical Centre,13.0611783,80.2466206,hospital,,,,
ChanRe Rheumatology And Immunology Center And Research,12.9955667,77.5354224,hospital,,,,
Goverment Hospital,19.5194635,75.8059267,hospital,,,,
Balaji Hospital (P) Ltd,13.0074019,80.2060853,hospital,Tamil Nadu,Chennai,,
Gopala Eye Care Centre,12.9883622,77.5343261,hospital,,,,
Deepam Hospitals,12.9617858,80.1467001,hospital,,,,yes
Chennai Medical Centre,13.0381039,80.1890642,hospital,,,,
Radha Krishna Hospital,19.1725671,72.8739424,hospital,,Mumbai Suburban,,yes
Hospital,12.9856604,80.228913,hospital,,,,
J.V. Hospitals Llp,13.0505664,80.2299034,hospital,Tamil Nadu,,,yes
R.R Dental Hospital,13.0519005,80.2292607,hospital,,,,
JV Hospital,13.0505634,80.2297492,hospital,,,,yes
Kaliachak Hospital,24.8630206,88.0159527,hospital,,,,
Viganesh Hospital,13.0308661,80.1717417,hospital,Tamil Nadu,Kanchipuram,,
Chennai Heritage Hospital,13.0653715,80.2119909,hospital,,,,
Xcellent Care Hospital,12.9856134,80.2183829,hospital,,,,yes
Rama Sakti Mission Charitable Hospital,12.8959337,74.8736821,hospital,,,,no
Ankura Hospital,18.5653971,73.8047303,hospital,,Pune,,yes
Be Well Hospitals,13.0794481,80.1983283,hospital,Tamil Nadu,Chennai,,
Kiran Skin Care Hospital,17.4966619,78.3975936,hospital,,,,
Sri Sri Holistic Hospitals,17.5019842,78.3890493,hospital,Telangana,Hyderabad,,
People's Hospital,17.5184633,78.3968713,hospital,Telangana,Hyderabad,,
HomeoCare International Hospital,12.924879,80.1126812,hospital,Tamil Nadu,Chengalpattu,,
Southern Regional Centre of Ali Yavar Jung National Institute for the Hearing Handicapped (AYJNIHH),17.468807,78.4895434,hospital,Telangana,Hyderabad,,
Pace Hospitals,17.4467602,78.3840567,hospital,Telangana,Hyderabad,,
Mitr Hospitals,19.0372877,73.0585756,hospital,Maharashtra,Raigarh,,
Bhaskara Orthopaedic Centre,17.4692948,78.5648686,hospital,Telangana,Hyderabad,,
umerkhadi hospital,18.9613939,72.8365872,hospital,,Mumbai,,yes
DR SHARATH CHANDRA,17.4307944,78.4172096,hospital,,,,
Appolo Cradle Hospital,17.4164192,78.4175575,hospital,,,,
"VHeal ENT, ORTHO and Multispeciality Center",17.4953973,78.3197494,hospital,,,,
Govt hospital,17.4510205,78.5339402,hospital,,,,
Ctomatodont Dental Care,17.4502629,78.5349646,hospital,,,,yes
Pulse hospital,17.4216675,78.5042811,hospital,,,,yes
Lakshmi Narayana Speciality Clinics,17.4307215,78.4242797,hospital,,,,
ASVINS Specialty Cancer Hospital,17.4249606,78.4563902,hospital,Telangana,Hyderabad,,yes
Omega Hospital,17.4135898,78.4240188,hospital,Telangana,Hyderabad,,
Yashoda Super Speciality Hospital - secunderabad,17.4418003,78.4971353,hospital,Telangana,Hyderabad,,
Sowmya Children's Hospital,17.4430285,78.4438236,hospital,Telangana,Hyderabad,,yes
SIDDHARTH EYE CENTRE,17.394004,78.4823861,hospital,Telangana,Hyderabad,,
Swarup Eye Centre,17.3950421,78.4720698,hospital,Telangana,Hyderabad,,
Gokul maternity and Surgical home,19.1213413,72.8794797,hospital,,,,
The Vein Center Andheri,19.1206672,72.8794127,hospital,,,,yes
WIN VISION EYE HOSPITAL,17.4349272,78.4550851,hospital,Telangana,Hyderabad,,
Hyderabad Nursing Home,17.4069029,78.4761142,hospital,Telangana,Hyderabad,,
"Nirmala Maternity, Orthopaedic & General Hospital",17.3943494,78.451799,hospital,Telangana,Hyderabad,,
SRIKARA HOSPITALS,17.4352432,78.5065684,hospital,Telangana,,,
"Kovai Medical Centre,Coimbatore",11.0426077,77.0406074,hospital,Tamil Nadu,Coimbatore,,
G.G hospital Quarters,22.4806266,70.0684922,hospital,,,,
apollo pharmacy,17.3555734,78.521561,hospital,,,,
Gleneagles Global Hospital,17.4052733,78.4631442,hospital,Telangana,Hyderabad,,yes
Sunshine Heart Institute,17.4415771,78.4863946,hospital,Telangana,Hyderabad,,
Sunshine Hospitals Out Patient Care,17.4405948,78.4860508,hospital,,,,
Urban health centre,17.3555266,78.5658987,hospital,,,,
Aditya Hospital,17.3904121,78.4811818,hospital,Telangana,Hyderabad,,
Arunachal State Hospital,27.1034084,93.6915654,hospital,,,,yes
smriti narvekar,19.0314175,72.8439961,hospital,,Mumbai,,yes
ITMR Speciality Diagnostics,17.4212689,78.4491146,hospital,Telangana,Hyderabad,,
The Vein Center Mumbai,19.0685659,72.8370266,hospital,,,,yes
MAMC,23.5286003,87.3190235,hospital,,,,
حیدرآباد ملٹی اسپیشلیٹی ہسپتال,17.371588,78.5005651,hospital,,,,
انڈو یو ایس ہسپتال,17.3726172,78.5006547,hospital,Telangana,Hyderabad,,
Pharmacy,17.3869715,78.5261703,hospital,,,,
Vasudeva Rao Clinic,17.3870379,78.5262011,hospital,,,,
Vivekananda ENT Clinic,22.4715674,88.3665029,hospital,,,,no
Dharwad Institute of Mental Healthand Neurosciences,15.4656316,74.9977664,hospital,,,,
Fortis Hospitals,22.5203111,88.4009514,hospital,West Bengal,Kolkata,,
City Hospital Ground,24.4775244,75.1392343,hospital,,,,yes
"Genesis Hospital, Kolkata",22.5141274,88.3991255,hospital,West Bengal,Kolkata,,
Sai Jyot hospital,19.2137957,73.0881931,hospital,,,,
HCG EKO Cancer Centre,22.5797393,88.477658,hospital,,,,yes
Jorhat Medical College and Hospital(JMCH),26.7422634,94.196052,hospital,Assam,Jorhat,,yes
Shree Guru Sangha Hospital Doctors Unit,22.4734772,88.3686627,hospital,,,,
Shree Guru Ashram Hospital Indoor Unit,22.4733819,88.3686069,hospital,,,,no
Shree Guru Sangha Hospital Outdoor Unit,22.4735822,88.3687492,hospital,,,,no
Hospital,19.2204759,72.8630056,hospital,,,,
MOON MULTISPECIALITY HOSPITAL,18.6813825,73.8262706,hospital,,,,
xyz hospital,18.6653586,73.7246913,hospital,,,,yes
Morya Hospital,18.6274645,73.7819923,hospital,,,,
Dental College - DY Patil Vidyapeeth,18.6244985,73.8228302,hospital,,,,
Helambe Hospital,18.5897796,73.7520509,hospital,,,,
Matoshri Jijaai Clinic,18.594101,73.7391092,hospital,,,,
Dr.Ranjeet Hospital,18.5905216,73.7388887,hospital,,,,
Gupta  clinic,18.5789661,73.9725593,hospital,,,,
Hospital,18.5725172,73.8775563,hospital,,,,
Kodre Hospital,18.5317166,73.9378623,hospital,,,,
ADITYA BIRLA MULTISPECIALITY HOSPITAL,18.6081213,73.8008423,hospital,,HAVELI,,yes
eshavari clinic,18.5263062,73.8519014,hospital,,,,
skincare clinic,18.4859046,73.8885861,hospital,,,,
Chandralok Hospital,18.4803325,73.8610232,hospital,Maharashtra,Pune,,
Annachatre Clinic,18.4902121,73.8494687,hospital,,,,
Bhalerao Hospital,18.6495039,73.7776817,hospital,,Pune,,yes
Gold Rush Hospital,18.550131,73.9372606,hospital,,,,
Manipal Hospitals,12.9583496,77.7454332,hospital,,,,yes
Jeevika Hospital,12.9659074,77.7025531,hospital,,,,yes
Joshi Multispeciality Hospital,18.4468831,73.7999103,hospital,,,,yes
Bandal complex,18.5072299,73.7947784,hospital,,,,
J P Hospital,23.2298788,77.4168323,hospital,,,,
Primary Healthcare Clinic,13.3728511,77.207572,hospital,,,,
Employees State Insurance Hospital,23.2504763,77.4682385,hospital,Madhya Pradesh,Bhopal,,
Kamat Hospital,18.6297493,73.7802296,hospital,,,,yes
Kasturba Hospitals,23.2234554,77.4481714,hospital,Madhya Pradesh,,,
Healing touch hospital,17.4402801,78.497587,hospital,,,,
IGM Civil Hospital,23.8308032,91.2759815,hospital,Tripura,West,,
MN Eye Hospital,13.1229398,80.2875069,hospital,,,,yes
NIT Health Center,23.550145,87.2904455,hospital,,,,
Shenoy Hospital,17.4478356,78.5089611,hospital,,,,yes
Rungta Hospital,26.8577712,75.815186,hospital,Rajasthan,Jaipur,,
Sunshine Hospital,17.4411729,78.4869278,hospital,Telangana,Hyderabad,,
Government Hospital Salumber,24.1373965,74.0473649,hospital,Rajasthan,Udaipur,,
Community Health Center Ambalappara,10.8296294,76.4171583,hospital,,,,
Taluk Head Quarters Hospital Ottappalam,10.7791521,76.3747359,hospital,,,,
Valluvanad Hospital,10.7744805,76.360523,hospital,Kerala,Palakkad,,
Seventh Day Adventist Hospital,10.7771736,76.3579787,hospital,Kerala,Palakkad,,yes
Semalk Hospital,10.7728889,76.3690351,hospital,,,,
Govt Hospital,22.4311787,80.1066338,hospital,,,,
Sisodia Nursing Home,22.4325532,80.1065272,hospital,,,,
khuteja hospitals,17.3714964,78.4437525,hospital,,,,
Homeo College and Hospital,11.2874487,75.7859571,hospital,,,,
Ashwini Hospital,13.6773225,79.3486223,hospital,,,,
Desun Hospital And Heart Research Institute,22.5145798,88.403259,hospital,West Bengal,Kolkata,,yes
"District Hospital, Ballari",15.1450181,76.9346441,hospital,Karnataka,Bellary,,
Air Force Hospital Hasimara,26.6920126,89.3422721,hospital,,,,
Sharada Medicals,13.0152635,77.6467105,hospital,,,,
Chennai National Hospital,13.0963673,80.2914373,hospital,Tamil Nadu,Chennai,,
St Barnabas Hospital,23.3591915,85.3323974,hospital,Jharkhand,,,
Mata Jai Kaur,29.6708577,73.4880211,hospital,,,,
Diha Clinic,12.9809453,80.1871143,hospital,,Chennai,,yes
Gandhi Medical College and Hamidia Hospital,23.2591853,77.3909881,hospital,Madhya Pradesh,Bhopal,,
Sultania Zanana Hospital,23.2564379,77.4095038,hospital,Madhya Pradesh,Bhopal,,
Nirmal Eye Hospital,12.929765,80.1161656,hospital,Tamil Nadu,Kanchipuram,,
Athipathy Hospitals,12.976434,80.2221909,hospital,,,,
ithoba Hospital,18.6597094,73.7286053,hospital,,,,yes
Owaisi Hospital and Research Centre,17.3409222,78.5067856,hospital,Telangana,Hyderabad,,yes
ECHS Polyclinic Mangalore,12.9031016,74.8379,hospital,,,,
Sharad Hospital,18.4684452,73.8189649,hospital,Maharashtra,Pune,,yes
Institute of Palliative Medicine,11.2778142,75.8445819,hospital,,,,
Bosio Hospital,15.5200463,73.7707012,hospital,,,,
Govt. Dispensary Burma,30.8699919,76.2786577,hospital,,,,
"Taluk Headquarters Hospital, North Paravur",10.1496178,76.2325511,hospital,Kerala,Ernakulam,,
Hospital,23.0363363,72.5278004,hospital,,,,
Sal Hospital and Medical Institute,23.0494559,72.5243964,hospital,Gujarat,Ahmedabad,,
Purba Medinipur Jela Sadar Hospital-ER,22.2871845,87.9198671,hospital,West Bengal,Purba Medinipur,,
Zydus Hospitals,23.0584983,72.5174392,hospital,,,,
SDM Institute of Ayurveda & Hospital,12.8938602,77.4572342,hospital,,,,
Hospital,10.6109154,76.1957593,hospital,,,,
Chandannagar Hospital,22.8657375,88.3699291,hospital,,,,
Civil Hospital Samrala,30.8395654,76.186707,hospital,Punjab,Ludhiana,,yes
Hospital,23.1220767,72.5820082,hospital,,,,
Halasuru Referal Hospital,12.973692,77.6266773,hospital,Karnataka,Bengaluru Urban,,
Government Hospital,13.3137961,75.7737681,hospital,Karnataka,Chikkaballapura,,
Mysore Dental Care,12.3256504,76.6151279,hospital,,,,
Fortis Escorts Hospital,26.8463809,75.8036266,hospital,Rajasthan,Jaipur,,
Community Health Centre Kuzhalamannam,10.7154758,76.5968169,hospital,,,,
Health Centre,12.9694939,79.1546129,hospital,,,,
Manipal Hospital,12.9882084,77.5921572,hospital,Karnataka,Bengaluru Urban,,
P.M.S.A. Memorial Malappuram District Co-Operative Hospital Ltd.,11.0434812,76.0815152,hospital,Kerala,Malappuram,,
Taluk Head Quarters Hospital,11.047289,76.0731766,hospital,,,,
Christian Mission Hospital,11.0421776,76.0820741,hospital,,,,
Orchid Hospital,11.051501,76.0696682,hospital,Kerala,Malappuram,,
Dr.Kamakshi Memorial Hospital,12.9492371,80.2091585,hospital,Tamil Nadu,Kancheepuram,,yes
Seth Pathology Hospital,21.638588,69.6173089,hospital,,,,
Lions Hospital,21.6401069,69.6251792,hospital,Gujarat,Porbandar,,
Mittal Hospital,27.1663851,77.9836391,hospital,,,,
Shree Morarji Kheraj Thakrar Orthopaedic Hospital,21.6326324,69.6161778,hospital,Gujarat,Porbandar,,
Asha Children Hospital,21.6332583,69.6164864,hospital,,,,
Bhavsinghji Government Hospital,21.637928,69.6090165,hospital,Gujarat,Porbandar,,
Dhanavantari Hospital,17.3001187,76.8183504,hospital,Karnataka,Gulbarga,,yes
BBMP Primary Health Center,12.9591543,77.6464476,hospital,,,,
Medicity Hospital,19.0347525,73.0685228,hospital,,,,
Westfort Hi-Tech Hospital,10.5364736,76.1970416,hospital,Kerala,Thrissur,,
Malabar Medical College Hospital,11.433778,75.7752608,hospital,Kerala,Kozhikode,,
Kerala Ayurveda Samajam,10.7536498,76.2593117,hospital,,,,
Ponda Sub District Hospital,15.3929934,74.0056819,hospital,Goa,North Goa,,
Akshar Hospital,23.2152591,72.6417108,hospital,Gujarat,Gandhinagar,,
Dr. vipul prajapati,23.2147844,72.6420844,hospital,,,,
Nandavanam Ayurvedic Hospitals,10.7794431,76.3787619,hospital,Kerala,Palakkad,,
Sanjeevani Co-operative Hospital,13.0069542,76.1066906,hospital,,,,
Elite Mission Hospital,10.5023562,76.2112987,hospital,Kerala,Thrissur,,
Metropolitan Hospital,10.5105251,76.2105028,hospital,Kerala,Thrissur,,
Shivasundar Hospital,12.9977694,80.2574762,hospital,Tamil Nadu,Chennai,,yes
Derma Laser Centre,10.5415216,76.2123555,hospital,,,,
Trichur Heart Hospital,10.5126711,76.2146116,hospital,Kerala,Thrissur,,
Athani Hospital,10.7453475,76.8162403,hospital,,,,
Community Health Center Kozhinjampara,10.7391653,76.8345052,hospital,,,,
Ahalia Eye Hospital,10.7940751,76.82698,hospital,Kerala,Palakkad,,
Ahalia Ayurveda Hospital,10.7917891,76.8292378,hospital,,,,
Petrol Pump,27.1694037,77.9643222,hospital,,,,
Maharana Bhupal Government Hospital,24.5884407,73.6922839,hospital,Rajasthan,Udaipur,,
Civil Hospital Campus,24.0305775,73.0449741,hospital,,,,yes
"Community Health Center, Cherpulassery",10.8776799,76.3093225,hospital,,,,
Hospital,21.6386951,69.6121349,hospital,,,,
Kandi Sub Divisional Hospital,23.9540871,88.0387993,hospital,West Bengal,Murshidabad,,
"Outdoor, Kandi Sub-Divisional Hospital",23.9551155,88.0395793,hospital,,,,no
Haribaksha Kanwatia Govt Hospital,26.9449824,75.7979792,hospital,Rajasthan,Jaipur,,yes
Imperial Hospital,26.9447007,75.7972201,hospital,Rajasthan,Jaipur,,yes
"Taluk Head Quarters Hospital, Chittur",10.6995957,76.7536568,hospital,,,,
Kamala Nehru Urban Primary Health Centre,10.3606804,77.973788,hospital,,,,
Saphire Medical Centre,10.8316253,76.4113832,hospital,,,,
Kunnamkulam Government Hospital,10.6489678,76.0697734,hospital,,,,
"Shankar Hospital, Cherpulassery",10.8791345,76.3110928,hospital,,,,
Tirur Nursing Home,10.9140689,75.9222496,hospital,,,,
City Hospital,10.919884,75.9271496,hospital,Kerala,Malappuram,,yes
"TreeG Eye Care Hospital, Manjeri",11.1155698,76.1193322,hospital,Kerala,Malappuram,,
Coimbatore Medical College Hospital,10.9964129,76.9702365,hospital,Tamil Nadu,Coimbatore,,yes
Korambayil Hospital & Diagnostic Centre,11.1231655,76.1256978,hospital,,,,
Vamanjoor Tuberculosis Hospital,12.9247811,74.8980344,hospital,,,,
St. Camilus Hospital Building,11.8924694,75.8249625,hospital,,,,
"Iqraa Community Hospital, Thottilpalam",11.6729833,75.7720421,hospital,,,,
Maxcure Hospital,17.4065246,78.4716449,hospital,Telangana,Hyderabad,,
Government Yoga & Naturopathy  Hospital Varkala;Nature Cure Hospital,8.7350708,76.7051336,hospital,,,,
Arya Vaidya Sala Speciality hospital,10.9967366,76.0087501,hospital,,,,no
"Arya Vaidya Sala, Kottakkal",10.9974059,76.0085372,hospital,Kerala,Malappuram,,no
Ranthambhore Sevika Hospital,25.9980486,76.3603148,hospital,Rajasthan,Sawai Madhopur,,
West Bank Hospital & NH Narayana Heart Research Institute,22.5625639,88.3078967,hospital,,,,
"Karuna Hospital, Palakkad",10.7741437,76.6381118,hospital,Kerala,Palakkad,,
St. Theresa Hospital,11.0252309,79.8530455,hospital,,,,
Mahavir canser sansathan,25.578041,85.0809218,hospital,,,,yes
Digha State General Hospital,21.6236038,87.5162624,hospital,West Bengal,Purba Medinipur,,
Coimbatore Diabetes Foundation,11.0344771,76.8765145,hospital,Tamil Nadu,Coimbatore,,
Sri Dharmasthala Manjunatheshwara Eye Hospital,12.8831101,74.8388498,hospital,Karnataka,Dakshina Kannada,,
Dalvi Hospital,18.5331448,73.8487703,hospital,Maharashtra,,,
